1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
1.000000000000000000e+00,-0.000000000000000000e+00
9.951847266721969287e-01,-9.801714032956060363e-02
9.807852804032304306e-01,-1.950903220161282481e-01
9.569403357322088244e-01,-2.902846772544623311e-01
9.238795325112867385e-01,-3.826834323650897818e-01
8.819212643483550496e-01,-4.713967368259976420e-01
8.314696123025452357e-01,-5.555702330196021776e-01
7.730104533627369934e-01,-6.343932841636454878e-01
7.071067811865475727e-01,-7.071067811865474617e-01
6.343932841636454878e-01,-7.730104533627369934e-01
5.555702330196022887e-01,-8.314696123025452357e-01
4.713967368259978086e-01,-8.819212643483549385e-01
3.826834323650898373e-01,-9.238795325112867385e-01
2.902846772544623311e-01,-9.569403357322088244e-01
1.950903220161283314e-01,-9.807852804032304306e-01
9.801714032956077016e-02,-9.951847266721968177e-01
6.123233995736766036e-17,-1.000000000000000000e+00
-9.801714032956064526e-02,-9.951847266721969287e-01
-1.950903220161281926e-01,-9.807852804032304306e-01
-2.902846772544621645e-01,-9.569403357322089354e-01
-3.826834323650897263e-01,-9.238795325112867385e-01
-4.713967368259976976e-01,-8.819212643483550496e-01
-5.555702330196019556e-01,-8.314696123025453467e-01
-6.343932841636453768e-01,-7.730104533627371044e-01
-7.071067811865474617e-01,-7.071067811865475727e-01
-7.730104533627369934e-01,-6.343932841636454878e-01
-8.314696123025453467e-01,-5.555702330196021776e-01
-8.819212643483549385e-01,-4.713967368259978641e-01
-9.238795325112867385e-01,-3.826834323650898928e-01
-9.569403357322088244e-01,-2.902846772544623866e-01
-9.807852804032304306e-01,-1.950903220161286089e-01
-9.951847266721968177e-01,-9.801714032956082567e-02
1.000000000000000000e+00,-0.000000000000000000e+00
9.987954562051724050e-01,-4.906767432741801493e-02
9.951847266721969287e-01,-9.801714032956060363e-02
9.891765099647810144e-01,-1.467304744553617479e-01
9.807852804032304306e-01,-1.950903220161282481e-01
